Time,ForecastingTime,AirPressure,Temperature,Humidity,WindSpeed100m,WindSpeed10m,WindDirectionZonal,WindDirectionMeridional,PowerGeneration
01/01/2000 01:00,25,0.392238032,0.406112568,0.638134066,0.625094325,0.548931459,0.820775635,0.883540066,0.506969697
01/01/2000 02:00,26,0.37992028,0.405190303,0.614377409,0.62832506,0.56309876,0.812226682,0.890531035,0.579393939
01/01/2000 03:00,27,0.367602529,0.404268038,0.590620752,0.631555795,0.577266061,0.803525414,0.89733149,0.524848485
0000-01-01 04:00:00,28,0.360060956,0.40132476,0.598595819,0.629572669,0.5822327,0.791599367,0.906164743,0.543939394
0000-01-01 05:00:00,29,0.352519383,0.398381482,0.606570886,0.627589542,0.58719934,0.779416413,0.914640154,0.620606061
0000-01-01 06:00:00,30,0.344977811,0.395438204,0.614545952,0.625606416,0.592165979,0.766987285,0.922750256,0.560606061
0000-01-01 07:00:00,31,0.34991666,0.387720402,0.712660734,0.611256186,0.581390785,0.789262409,0.907832377,0.613636364
0000-01-01 08:00:00,32,0.354855509,0.3800026,0.810775515,0.596905955,0.57061559,0.810705933,0.891742023,0.612727273
0000-01-01 09:00:00,33,0.359794358,0.372284798,0.908890297,0.582555725,0.559840395,0.831256209,0.874525452,0.595454545
0000-01-01 10:00:00,34,0.360928531,0.374341866,0.927046239,0.558105415,0.533737029,0.831850306,0.87399915,0.522424242
0000-01-01 11:00:00,35,0.362062704,0.376398935,0.945202181,0.533655105,0.507633664,0.832443567,0.873471907,0.421515152
0000-01-01 12:00:00,36,0.363196877,0.378456003,0.963358123,0.509204795,0.481530298,0.83303599,0.872943722,0.512424242
0000-01-01 13:00:00,37,0.369708205,0.382482847,0.966324761,0.483857665,0.454006299,0.890007447,0.812880464,0.444545455
0000-01-01 14:00:00,38,0.376219533,0.386509692,0.969291399,0.458510535,0.426482301,0.936287486,0.744240101,0.47
0000-01-01 15:00:00,39,0.38273086,0.390536536,0.972258036,0.433163405,0.398958302,0.970607416,0.668904295,0.471515152
0000-01-01 16:00:00,40,0.404393113,0.385481158,0.963841673,0.438833043,0.404623363,0.996313573,0.560603977,0.513030303
0000-01-01 17:00:00,41,0.426055365,0.380425779,0.955425309,0.44450268,0.410288423,0.997422892,0.449300182,0.295151515
0000-01-01 18:00:00,42,0.447717618,0.3753704,0.947008945,0.450172317,0.415953483,0.973880398,0.340509023,0.294242424
0000-01-01 19:00:00,43,0.467120562,0.360908298,0.945978362,0.450739731,0.407032663,0.976221025,0.347640103,0.327878788
0000-01-01 20:00:00,44,0.486523506,0.346446196,0.944947778,0.451307144,0.398111843,0.978454349,0.354805514,0.347272727
0000-01-01 21:00:00,45,0.505926449,0.331984094,0.943917195,0.451874558,0.389191022,0.980579867,0.36200364,0.250606061
0000-01-01 22:00:00,46,0.521149672,0.325676257,0.94881936,0.448265182,0.388583555,0.987789813,0.390176948,0.304848485
0000-01-01 23:00:00,47,0.536372894,0.319368419,0.953721525,0.444655807,0.387976088,0.993349628,0.418721775,0.304242424
0000-01-02 00:00:00,24,0.560122748,0.31706845,0.943708877,0.460875361,0.424720494,0.999941356,0.507658068,0.31969697
0000-01-02 01:00:00,25,0.568879829,0.313453399,0.942049188,0.464836854,0.42638227,0.998698048,0.536059153,0.227575758
0000-01-02 02:00:00,26,0.57763691,0.309838347,0.940389499,0.468798346,0.428044047,0.995842613,0.564343671,0.193636364
0000-01-02 03:00:00,27,0.586393991,0.306223296,0.938729811,0.472759839,0.429705823,0.991384283,0.592420187,0.125454545
0000-01-02 04:00:00,28,0.601242168,0.312977085,0.943467998,0.45931085,0.424061052,0.996485328,0.559180437,0.165757576
0000-01-02 05:00:00,29,0.616090345,0.319730873,0.948206186,0.445861861,0.418416281,0.999340469,0.525672979,0.17
0000-01-02 06:00:00,30,0.630938523,0.326484662,0.952944373,0.432412872,0.41277151,0.999936789,0.492049385,0.154545455
0000-01-02 07:00:00,31,0.653079749,0.331433771,0.955642842,0.45529071,0.450478652,0.999878945,0.488997932,0.141515152
0000-01-02 08:00:00,32,0.675220975,0.33638288,0.958341311,0.478168548,0.488185794,0.999802477,0.485946889,0.16969697
0000-01-02 09:00:00,33,0.697362201,0.34133199,0.96103978,0.501046386,0.525892935,0.999707386,0.48289637,0.11969697
0000-01-02 10:00:00,34,0.710140851,0.353551052,0.901684423,0.492241028,0.518490079,0.998803439,0.465429277,0.114848485
0000-01-02 11:00:00,35,0.722919501,0.365770115,0.842329066,0.48343567,0.511087222,0.997289123,0.448004487,0.165757576
0000-01-02 12:00:00,36,0.735698152,0.377989178,0.782973708,0.474630311,0.503684366,0.995166292,0.430643322,0.103333333
0000-01-02 13:00:00,37,0.746624169,0.373419601,0.80444437,0.441060261,0.45098357,0.99758681,0.450935021,0.098484848
0000-01-02 14:00:00,38,0.757550186,0.368850025,0.825915032,0.40749021,0.398282773,0.999176135,0.47130868,0.090909091
0000-01-02 15:00:00,39,0.768476204,0.364280448,0.847385693,0.37392016,0.345581976,0.999931612,0.491730267,0.168787879
0000-01-02 16:00:00,40,0.780342093,0.359846318,0.86238387,0.376079404,0.33559472,0.999229121,0.527754099,0.221818182
0000-01-02 17:00:00,41,0.792207983,0.355412187,0.877382048,0.378238649,0.325607464,0.995934213,0.563633807,0.192727273
0000-01-02 18:00:00,42,0.804073873,0.350978056,0.892380225,0.380397894,0.315620208,0.990063997,0.599183076,0.27030303
0000-01-02 19:00:00,43,0.810625868,0.348504213,0.893153945,0.381489545,0.320736739,0.976567889,0.651271442,0.261515152
0000-01-02 20:00:00,44,0.817177864,0.34603037,0.893927665,0.382581196,0.32585327,0.957552471,0.701607877,0.262727273
0000-01-02 21:00:00,45,0.823729859,0.343556527,0.894701385,0.383672848,0.330969802,0.933237967,0.749609416,0.226060606
0000-01-02 22:00:00,46,0.826147319,0.345677167,0.904737783,0.408327999,0.361370108,0.931211039,0.753094916,0.280606061
0000-01-02 23:00:00,47,0.82856478,0.347797808,0.914774181,0.43298315,0.391770413,0.929156071,0.756563957,0.350606061
0000-01-03 00:00:00,24,0.847642383,0.356623371,0.9224425,0.46037676,0.421791299,0.915005138,0.778874042,0.500909091
0000-01-03 01:00:00,25,0.844013933,0.361424463,0.921587346,0.480343531,0.443554808,0.923628484,0.765591611,0.476969697
0000-01-03 02:00:00,26,0.840385483,0.366225555,0.920732192,0.500310302,0.465318317,0.931826871,0.752042755,0.478181818
0000-01-03 03:00:00,27,0.836757033,0.371026646,0.919877038,0.520277073,0.487081826,0.939592076,0.738241064,0.474545455
0000-01-03 04:00:00,28,0.840557191,0.376594394,0.926843474,0.524651122,0.490742836,0.952336357,0.713053559,0.40969697
0000-01-03 05:00:00,29,0.844357348,0.382162142,0.93380991,0.529025171,0.494403845,0.963638903,0.687186986,0.514848485
0000-01-03 06:00:00,30,0.848157505,0.38772989,0.940776346,0.53339922,0.498064855,0.973463689,0.660723791,0.39
0000-01-03 07:00:00,31,0.855030323,0.398794698,0.945020142,0.538901267,0.504392845,0.979071108,0.643146343,0.446666667
0000-01-03 08:00:00,32,0.86190314,0.409859506,0.949263939,0.544403315,0.510720835,0.984026206,0.625373982,0.370606061
0000-01-03 09:00:00,33,0.868775957,0.420924314,0.953507735,0.549905363,0.517048824,0.988322234,0.607430907,0.328787879
0000-01-03 10:00:00,34,0.873909107,0.434990279,0.956900998,0.547827372,0.517917052,0.994886005,0.571329146,0.306363636
0000-01-03 11:00:00,35,0.879042256,0.449056244,0.960294261,0.54574938,0.518785279,0.998784477,0.53484323,0.264848485
0000-01-03 12:00:00,36,0.884175406,0.463122209,0.963687524,0.543671389,0.519653507,0.999996655,0.498169659,0.325151515
0000-01-03 13:00:00,37,0.88664709,0.462213227,0.967421526,0.548504341,0.517900885,0.999572417,0.479326205,0.243939394
0000-01-03 14:00:00,38,0.889118774,0.461304246,0.971155527,0.553337293,0.516148263,0.998438274,0.460512128,0.163636364
0000-01-03 15:00:00,39,0.891590457,0.460395265,0.974889528,0.558170244,0.51439564,0.99659584,0.441754165,0.193030303
0000-01-03 16:00:00,40,0.901752828,0.455856051,0.975226863,0.548700761,0.505438655,0.99515473,0.430560827,0.247272727
0000-01-03 17:00:00,41,0.911915199,0.451316837,0.975564198,0.539231278,0.49648167,0.993461353,0.419402866,0.187272727
0000-01-03 18:00:00,42,0.92207757,0.446777623,0.975901533,0.529761795,0.487524684,0.991516572,0.408285967,0.187575758
0000-01-03 19:00:00,43,0.930256268,0.445597276,0.977549256,0.51289461,0.471749146,0.994273127,0.424540867,0.30030303
0000-01-03 20:00:00,44,0.938434966,0.444416928,0.979196979,0.496027426,0.455973609,0.996492268,0.440877812,0.317272727
0000-01-03 21:00:00,45,0.946613663,0.443236581,0.980844702,0.479160241,0.440198071,0.998171582,0.45727904,0.368484848
0000-01-03 22:00:00,46,0.945759645,0.442987987,0.980977458,0.490546747,0.452104244,0.998858817,0.466237802,0.398484848
0000-01-03 23:00:00,47,0.944905626,0.442739393,0.981110214,0.501933253,0.464010417,0.999384958,0.475207468,0.304848485
0000-01-04 00:00:00,24,0.972234225,0.458721524,0.980727673,0.505187607,0.463187954,0.979399931,0.357958775,0.363333333
0000-01-04 01:00:00,25,0.965817788,0.457171132,0.980869869,0.5308729,0.490538591,0.980408746,0.361409089,0.333939394
0000-01-04 02:00:00,26,0.959401351,0.45562074,0.981012065,0.556558193,0.517889228,0.981392728,0.364866566,0.272424242
0000-01-04 03:00:00,27,0.952984914,0.454070348,0.981154262,0.582243486,0.545239865,0.982351828,0.368331028,0.240606061
0000-01-04 04:00:00,28,0.951923039,0.451764686,0.977253177,0.574785922,0.538625819,0.97643274,0.348303436,0.344242424
0000-01-04 05:00:00,29,0.950861164,0.449459023,0.973352092,0.567328357,0.532011773,0.969682486,0.328540488,0.278484848
0000-01-04 06:00:00,30,0.949799289,0.447153361,0.969451007,0.559870793,0.525397728,0.962112844,0.309076661,0.250909091
0000-01-04 07:00:00,31,0.954485095,0.447242551,0.968064582,0.559666108,0.528836298,0.970653379,0.331223819,0.307272727
0000-01-04 08:00:00,32,0.959170901,0.447331741,0.966678158,0.559461424,0.532274868,0.97813318,0.353751357,0.313939394
0000-01-04 09:00:00,33,0.963856708,0.447420931,0.965291734,0.559256739,0.535713438,0.984535388,0.376608502,0.352121212
0000-01-04 10:00:00,34,0.959202532,0.454195594,0.962886562,0.567240302,0.551014661,0.985566023,0.380728705,0.387878788
0000-01-04 11:00:00,35,0.954548356,0.460970257,0.960481391,0.575223864,0.566315885,0.986561622,0.384857514,0.466969697
0000-01-04 12:00:00,36,0.94989418,0.46774492,0.95807622,0.583207427,0.581617109,0.987522115,0.38899463,0.532424242
0000-01-04 13:00:00,37,0.945691865,0.461706551,0.958310458,0.610490247,0.601478532,0.978424836,0.354708296,0.703939394
0000-01-04 14:00:00,38,0.941489551,0.455668182,0.958544696,0.637773068,0.621339955,0.966919525,0.321153252,0.672424242
0000-01-04 15:00:00,39,0.937287237,0.449629813,0.958778934,0.665055888,0.641201378,0.95306409,0.288498389,0.685151515
0000-01-04 16:00:00,40,0.935787056,0.443957693,0.958728942,0.658170468,0.630672535,0.950029445,0.282115859,0.62030303
0000-01-04 17:00:00,41,0.934286875,0.438285574,0.958678949,0.651285049,0.620143692,0.946904893,0.275776859,0.547272727
0000-01-04 18:00:00,42,0.932786694,0.432613454,0.958628957,0.644399629,0.60961485,0.943691056,0.269482654,0.58969697
0000-01-04 19:00:00,43,0.933202406,0.426766749,0.95843035,0.634789102,0.604699657,0.944701751,0.271438515,0.455757576
0000-01-04 20:00:00,44,0.933618119,0.420920045,0.958231744,0.625178575,0.599784464,0.945703824,0.273398806,0.541515152
0000-01-04 21:00:00,45,0.934033832,0.41507334,0.958033137,0.615568049,0.594869272,0.946697256,0.275363491,0.492424242
0000-01-04 22:00:00,46,0.932172162,0.409053948,0.958706332,0.610606593,0.593131877,0.947706115,0.277380965,0.45
0000-01-04 23:00:00,47,0.930310491,0.403034556,0.959379528,0.605645138,0.591394481,0.948705862,0.27940297,0.529090909
